"","site","elevation_ft","width_ft","Biology","Presence","Bio.Colors"
"890","L",2.057187,231.231756,"Brown_Algae",1,"chocolate4"
"891","L",2.057187,231.231756,"Red_Algae",1,"firebrick"
"892","L",2.057187,231.231756,"Anemone",1,"orange"
"893","L",1.745492,233.961548,"Green_Algae",1,"seagreen"
"894","L",1.745492,233.961548,"Anemone",1,"orange"
"895","L",1.588004,236.737274,"Green_Algae",1,"seagreen"
"896","L",1.588004,236.737274,"Red_Algae",1,"firebrick"
"897","L",1.588004,236.737274,"Z_marina",1,"green4"
"898","L",1.588004,236.737274,"Anemone",1,"orange"
"899","L",1.374739,239.48019,"Green_Algae",1,"seagreen"
"900","L",1.374739,239.48019,"Red_Algae",1,"firebrick"
"901","L",1.374739,239.48019,"Z_marina",1,"green4"
"902","L",1.374739,239.48019,"Anemone",1,"orange"
"903","L",1.145069,242.219825,"Green_Algae",1,"seagreen"
"904","L",1.145069,242.219825,"Red_Algae",1,"firebrick"
"905","L",1.145069,242.219825,"Z_marina",1,"green4"
"906","L",1.145069,242.219825,"Anemone",1,"orange"
"907","L",0.912117999999999,245.028361,"Green_Algae",1,"seagreen"
"908","L",0.912117999999999,245.028361,"Red_Algae",1,"firebrick"
"909","L",0.912117999999999,245.028361,"Z_marina",1,"green4"
"910","L",0.912117999999999,245.028361,"Anemone",1,"orange"
"911","L",0.728382000000001,247.899236,"Green_Algae",1,"seagreen"
"912","L",0.728382000000001,247.899236,"Brown_Algae",1,"chocolate4"
"913","L",0.728382000000001,247.899236,"Red_Algae",1,"firebrick"
"914","L",0.728382000000001,247.899236,"Barnacles",1,"bisque2"
"915","L",0.728382000000001,247.899236,"Z_marina",1,"green4"
"916","L",0.728382000000001,247.899236,"Anemone",1,"orange"
"917","L",0.570893999999998,250.707772,"Green_Algae",1,"seagreen"
"918","L",0.570893999999998,250.707772,"Red_Algae",1,"firebrick"
"919","L",0.570893999999998,250.707772,"Z_marina",1,"green4"
"920","L",0.570893999999998,250.707772,"Anemone",1,"orange"
"921","L",0.410125,253.411316,"Green_Algae",1,"seagreen"
"922","L",0.410125,253.411316,"Red_Algae",1,"firebrick"
"923","L",0.410125,253.411316,"Z_marina",1,"green4"
"924","L",0.410125,253.411316,"Anemone",1,"orange"
"925","L",0.196859999999999,256.236257,"Green_Algae",1,"seagreen"
"926","L",0.196859999999999,256.236257,"Brown_Algae",1,"chocolate4"
"927","L",0.196859999999999,256.236257,"Red_Algae",1,"firebrick"
"928","L",0.196859999999999,256.236257,"Z_marina",1,"green4"
"929","L",0.196859999999999,256.236257,"Anemone",1,"orange"
"930","L",-0.00656200000000219,258.998859,"Green_Algae",1,"seagreen"
"931","L",-0.00656200000000219,258.998859,"Red_Algae",1,"firebrick"
"932","L",-0.00656200000000219,258.998859,"Z_marina",1,"green4"
"933","L",-0.00656200000000219,258.998859,"Anemone",1,"orange"
"934","L",-0.269042,261.718808,"Green_Algae",1,"seagreen"
"935","L",-0.269042,261.718808,"Brown_Algae",1,"chocolate4"
"936","L",-0.269042,261.718808,"Red_Algae",1,"firebrick"
"937","L",-0.269042,261.718808,"Z_marina",1,"green4"
"938","L",-0.269042,261.718808,"Anemone",1,"orange"
"939","L",-0.479026,264.527344,"Green_Algae",1,"seagreen"
"940","L",-0.479026,264.527344,"Brown_Algae",1,"chocolate4"
"941","L",-0.479026,264.527344,"Red_Algae",1,"firebrick"
"942","L",-0.479026,264.527344,"Z_marina",1,"green4"
"943","L",-0.479026,264.527344,"Anemone",1,"orange"
"944","L",-0.603704000000001,267.266979,"Green_Algae",1,"seagreen"
"945","L",-0.603704000000001,267.266979,"Red_Algae",1,"firebrick"
"946","L",-0.603704000000001,267.266979,"Z_marina",1,"green4"
"947","L",-0.603704000000001,267.266979,"Anemone",1,"orange"
"948","L",-0.889151,269.839283,"Green_Algae",1,"seagreen"
"949","L",-0.889151,269.839283,"Brown_Algae",1,"chocolate4"
"950","L",-0.889151,269.839283,"Red_Algae",1,"firebrick"
"951","L",-0.889151,269.839283,"Z_marina",1,"green4"
"952","L",-0.889151,269.839283,"Anemone",1,"orange"
"953","L",-1.036796,272.700315,"Bare",1,"black"
"954","K",22.425635,0,"Bare",1,"black"
"955","K",22.054882,1.883294,"Bare",1,"black"
"956","K",21.638195,3.710811,"Bare",1,"black"
"957","K",21.224789,5.535047,"Bare",1,"black"
"958","K",20.896689,7.310068,"Bare",1,"black"
"959","K",20.552184,9.134304,"Bare",1,"black"
"960","K",20.220803,10.869953,"Bare",1,"black"
"961","K",19.889422,12.69747,"Brown_Algae",1,"chocolate4"
"962","K",19.889422,12.69747,"Barnacles",1,"bisque2"
"963","K",19.597413,14.557797,"Brown_Algae",1,"chocolate4"
"964","K",19.597413,14.557797,"Barnacles",1,"bisque2"
"965","K",19.256189,16.424686,"Bare",1,"black"
"966","K",18.780444,18.193145,"Bare",1,"black"
"967","K",18.416253,20.089563,"Barnacles",1,"bisque2"
"968","K",18.193145,22.008948,"Brown_Algae",1,"chocolate4"
"969","K",18.193145,22.008948,"Barnacles",1,"bisque2"
"970","K",17.976599,23.938176,"Brown_Algae",1,"chocolate4"
"971","K",17.976599,23.938176,"Barnacles",1,"bisque2"
"972","K",17.723962,25.903495,"Green_Algae",1,"seagreen"
"973","K",17.723962,25.903495,"Barnacles",1,"bisque2"
"974","K",17.281027,27.92131,"Green_Algae",1,"seagreen"
"975","K",17.281027,27.92131,"Barnacles",1,"bisque2"
"976","K",16.884026,29.903034,"Green_Algae",1,"seagreen"
"977","K",16.884026,29.903034,"Barnacles",1,"bisque2"
"978","K",16.549364,31.888039,"Green_Algae",1,"seagreen"
"979","K",16.549364,31.888039,"Barnacles",1,"bisque2"
"980","K",16.349223,33.840234,"Barnacles",1,"bisque2"
"981","K",16.057214,35.657908,"Brown_Algae",1,"chocolate4"
"982","K",16.057214,35.657908,"Red_Algae",1,"firebrick"
"983","K",16.057214,35.657908,"Barnacles",1,"bisque2"
"984","K",15.738957,37.590417,"Red_Algae",1,"firebrick"
"985","K",15.738957,37.590417,"Barnacles",1,"bisque2"
"986","K",15.522411,39.506521,"Brown_Algae",1,"chocolate4"
"987","K",15.522411,39.506521,"Red_Algae",1,"firebrick"
"988","K",15.522411,39.506521,"Barnacles",1,"bisque2"
"989","K",15.19103,41.429187,"Red_Algae",1,"firebrick"
"990","K",15.19103,41.429187,"Barnacles",1,"bisque2"
"991","K",14.902302,43.289514,"Green_Algae",1,"seagreen"
"992","K",14.902302,43.289514,"Brown_Algae",1,"chocolate4"
"993","K",14.902302,43.289514,"Red_Algae",1,"firebrick"
"994","K",14.902302,43.289514,"Barnacles",1,"bisque2"
"995","K",14.603731,45.136717,"Green_Algae",1,"seagreen"
"996","K",14.603731,45.136717,"Brown_Algae",1,"chocolate4"
"997","K",14.603731,45.136717,"Red_Algae",1,"firebrick"
"998","K",14.603731,45.136717,"Barnacles",1,"bisque2"
"999","K",14.357656,46.954391,"Red_Algae",1,"firebrick"
"1000","K",14.357656,46.954391,"Barnacles",1,"bisque2"
"1001","K",14.072209,48.8869,"Green_Algae",1,"seagreen"
"1002","K",14.072209,48.8869,"Red_Algae",1,"firebrick"
"1003","K",14.072209,48.8869,"Barnacles",1,"bisque2"
"1004","K",13.727704,50.707855,"Green_Algae",1,"seagreen"
"1005","K",13.727704,50.707855,"Red_Algae",1,"firebrick"
"1006","K",13.727704,50.707855,"Barnacles",1,"bisque2"
"1007","K",13.448819,52.52881,"Green_Algae",1,"seagreen"
"1008","K",13.448819,52.52881,"Barnacles",1,"bisque2"
"1009","K",13.137124,54.323517,"Green_Algae",1,"seagreen"
"1010","K",13.137124,54.323517,"Red_Algae",1,"firebrick"
"1011","K",13.137124,54.323517,"Barnacles",1,"bisque2"
"1012","K",12.838553,56.200249,"Green_Algae",1,"seagreen"
"1013","K",12.838553,56.200249,"Red_Algae",1,"firebrick"
"1014","K",12.838553,56.200249,"Barnacles",1,"bisque2"
"1015","K",12.572792,58.10651,"Green_Algae",1,"seagreen"
"1016","K",12.572792,58.10651,"Barnacles",1,"bisque2"
"1017","K",12.379213,60.071829,"Green_Algae",1,"seagreen"
"1018","K",12.379213,60.071829,"Red_Algae",1,"firebrick"
"1019","K",12.379213,60.071829,"Barnacles",1,"bisque2"
"1020","K",12.146262,61.997776,"Green_Algae",1,"seagreen"
"1021","K",12.146262,61.997776,"Brown_Algae",1,"chocolate4"
"1022","K",12.146262,61.997776,"Red_Algae",1,"firebrick"
"1023","K",12.146262,61.997776,"Barnacles",1,"bisque2"
"1024","K",11.965807,63.904037,"Green_Algae",1,"seagreen"
"1025","K",11.965807,63.904037,"Brown_Algae",1,"chocolate4"
"1026","K",11.965807,63.904037,"Barnacles",1,"bisque2"
"1027","K",11.660674,65.747959,"Green_Algae",1,"seagreen"
"1028","K",11.660674,65.747959,"Barnacles",1,"bisque2"
"1029","K",11.332574,67.723121,"Green_Algae",1,"seagreen"
"1030","K",11.332574,67.723121,"Barnacles",1,"bisque2"
"1031","K",11.020879,69.544076,"Green_Algae",1,"seagreen"
"1032","K",11.020879,69.544076,"Barnacles",1,"bisque2"
"1033","K",10.692779,71.515957,"Green_Algae",1,"seagreen"
"1034","K",10.692779,71.515957,"Red_Algae",1,"firebrick"
"1035","K",10.692779,71.515957,"Barnacles",1,"bisque2"
"1036","K",10.551696,73.481276,"Green_Algae",1,"seagreen"
"1037","K",10.551696,73.481276,"Red_Algae",1,"firebrick"
"1038","K",10.551696,73.481276,"Barnacles",1,"bisque2"
"1039","K",10.381084,75.367851,"Green_Algae",1,"seagreen"
"1040","K",10.381084,75.367851,"Red_Algae",1,"firebrick"
"1041","K",10.381084,75.367851,"Barnacles",1,"bisque2"
"1042","K",10.079232,77.241302,"Green_Algae",1,"seagreen"
"1043","K",10.079232,77.241302,"Red_Algae",1,"firebrick"
"1044","K",10.079232,77.241302,"Barnacles",1,"bisque2"
"1045","K",9.74457,79.173811,"Green_Algae",1,"seagreen"
"1046","K",9.74457,79.173811,"Barnacles",1,"bisque2"
"1047","K",9.5149,80.994766,"Green_Algae",1,"seagreen"
"1048","K",9.5149,80.994766,"Barnacles",1,"bisque2"
"1049","K",9.291792,82.884622,"Green_Algae",1,"seagreen"
"1050","K",9.291792,82.884622,"Barnacles",1,"bisque2"
"1051","K",9.209767,84.849941,"Green_Algae",1,"seagreen"
"1052","K",9.209767,84.849941,"Barnacles",1,"bisque2"
"1053","K",8.898072,86.772607,"Green_Algae",1,"seagreen"
"1054","K",8.898072,86.772607,"Barnacles",1,"bisque2"
"1055","K",8.747146,88.646058,"Green_Algae",1,"seagreen"
"1056","K",8.747146,88.646058,"Barnacles",1,"bisque2"
"1057","K",8.599501,90.598253,"Green_Algae",1,"seagreen"
"1058","K",8.599501,90.598253,"Barnacles",1,"bisque2"
"1059","K",8.376393,92.497952,"Green_Algae",1,"seagreen"
"1060","K",8.376393,92.497952,"Barnacles",1,"bisque2"
"1061","K",8.222186,94.430461,"Green_Algae",1,"seagreen"
"1062","K",8.222186,94.430461,"Barnacles",1,"bisque2"
"1063","K",8.150004,96.382656,"Green_Algae",1,"seagreen"
"1064","K",8.150004,96.382656,"Barnacles",1,"bisque2"
"1065","K",7.785813,98.446405,"Green_Algae",1,"seagreen"
"1066","K",7.785813,98.446405,"Barnacles",1,"bisque2"
"1067","K",7.684102,100.451096,"Green_Algae",1,"seagreen"
"1068","K",7.684102,100.451096,"Barnacles",1,"bisque2"
"1069","K",7.438027,102.311423,"Green_Algae",1,"seagreen"
"1070","K",7.438027,102.311423,"Barnacles",1,"bisque2"
"1071","K",7.237886,104.23737,"Green_Algae",1,"seagreen"
"1072","K",7.237886,104.23737,"Barnacles",1,"bisque2"
"1073","K",7.083679,106.183003,"Green_Algae",1,"seagreen"
"1074","K",7.083679,106.183003,"Barnacles",1,"bisque2"
"1075","K",6.847447,108.049892,"Green_Algae",1,"seagreen"
"1076","K",6.847447,108.049892,"Barnacles",1,"bisque2"
"1077","K",6.601372,109.926624,"Green_Algae",1,"seagreen"
"1078","K",6.601372,109.926624,"Barnacles",1,"bisque2"
"1079","K",6.447165,111.826323,"Green_Algae",1,"seagreen"
"1080","K",6.20109,113.834295,"Green_Algae",1,"seagreen"
"1081","K",6.20109,113.834295,"Red_Algae",1,"firebrick"
"1082","K",6.023916,115.816019,"Green_Algae",1,"seagreen"
"1083","K",5.964858,117.797743,"Green_Algae",1,"seagreen"
"1084","K",5.794246,119.763062,"Green_Algae",1,"seagreen"
"1085","K",5.794246,121.82353,"Green_Algae",1,"seagreen"
"1086","K",5.515361,123.831502,"Green_Algae",1,"seagreen"
"1087","K",5.288972,125.741044,"Green_Algae",1,"seagreen"
"1088","K",5.164294,127.732611,"Green_Algae",1,"seagreen"
"1089","K",4.95431,129.684806,"Green_Algae",1,"seagreen"
"1090","K",4.773855,131.686216,"Green_Algae",1,"seagreen"
"1091","K",4.65902,133.513733,"Green_Algae",1,"seagreen"
"1092","K",4.65902,133.513733,"Red_Algae",1,"firebrick"
"1093","K",4.465441,135.456085,"Green_Algae",1,"seagreen"
"1094","K",4.465441,135.456085,"Red_Algae",1,"firebrick"
"1095","K",4.360449,137.306569,"Green_Algae",1,"seagreen"
"1096","K",4.10125,139.18002,"Green_Algae",1,"seagreen"
"1097","K",4.032349,141.079719,"Green_Algae",1,"seagreen"
"1098","K",3.979853,143.022071,"Green_Algae",1,"seagreen"
"1099","K",3.851894,144.951299,"Green_Algae",1,"seagreen"
"1100","K",3.723935,146.795221,"Green_Algae",1,"seagreen"
"1101","K",3.54348,148.66211,"Green_Algae",1,"seagreen"
"1102","K",3.372868,150.653677,"Green_Algae",1,"seagreen"
"1103","K",3.244909,152.494318,"Green_Algae",1,"seagreen"
"1104","K",3.133355,154.348083,"Green_Algae",1,"seagreen"
"1105","K",3.015239,156.319964,"Green_Algae",1,"seagreen"
"1106","K",2.946338,158.193415,"Green_Algae",1,"seagreen"
"1107","K",2.710106,160.04718,"Green_Algae",1,"seagreen"
"1108","K",2.618238,162.009218,"Green_Algae",1,"seagreen"
"1109","K",2.555899,163.925322,"Green_Algae",1,"seagreen"
"1110","K",2.39513,165.808616,"Green_Algae",1,"seagreen"
"1111","K",2.319667,167.665662,"Green_Algae",1,"seagreen"
"1112","K",2.201551,169.516146,"Green_Algae",1,"seagreen"
"1113","K",2.044063,171.43225,"Green_Algae",1,"seagreen"
"1114","K",1.929228,173.358197,"Green_Algae",1,"seagreen"
"1115","K",1.929228,173.358197,"Barnacles",1,"bisque2"
"1116","K",1.768459,175.33664,"Green_Algae",1,"seagreen"
"1117","K",1.768459,175.33664,"Barnacles",1,"bisque2"
"1118","K",1.663467,177.275711,"Green_Algae",1,"seagreen"
"1119","K",1.565037,179.116352,"Green_Algae",1,"seagreen"
"1120","K",1.407549,181.016051,"Green_Algae",1,"seagreen"
"1121","K",1.204127,183.01418,"Green_Algae",1,"seagreen"
"1122","K",1.204127,183.01418,"Red_Algae",1,"firebrick"
"1123","K",1.033515,184.930284,"Green_Algae",1,"seagreen"
"1124","K",0.882588999999998,186.862793,"Green_Algae",1,"seagreen"
"1125","K",0.682447999999998,188.654219,"Green_Algae",1,"seagreen"
"1126","K",0.672605,190.563761,"Green_Algae",1,"seagreen"
"1127","K",0.462621,192.522518,"Green_Algae",1,"seagreen"
"1128","K",0.209983999999997,194.445184,"Green_Algae",1,"seagreen"
"1129","K",-0.0393720000000015,196.289106,"Green_Algae",1,"seagreen"
"1130","K",-0.219827000000003,198.100218,"Green_Algae",1,"seagreen"
"1131","K",-0.475745000000002,200.022884,"Green_Algae",1,"seagreen"
"1132","K",-0.495431000000002,201.732285,"Green_Algae",1,"seagreen"
"1133","K",-0.574174999999999,203.55324,"Green_Algae",1,"seagreen"
"1134","K",-0.574174999999999,203.55324,"Red_Algae",1,"firebrick"
"1135","K",-0.803845,205.508716,"Green_Algae",1,"seagreen"
"1136","K",-0.997424000000001,207.155778,"Green_Algae",1,"seagreen"
"1137","K",-1.000705,209.071882,"Green_Algae",1,"seagreen"
"1138","K",-1.14835,211.043763,"Green_Algae",1,"seagreen"
"1139","K",-1.184441,212.779412,"Green_Algae",1,"seagreen"
"1140","K",-1.400987,214.652863,"Green_Algae",1,"seagreen"
"1141","K",-1.768459,216.519752,"Green_Algae",1,"seagreen"
"1142","K",-2.017815,218.475228,"Green_Algae",1,"seagreen"
"1143","H",17.139944,0,"Bare",1,"black"
"1144","H",16.618265,2.703544,"Bare",1,"black"
"1145","H",16.359066,4.52778,"Bare",1,"black"
"1146","H",16.034247,6.338892,"Bare",1,"black"
"1147","H",15.722552,8.172971,"Bare",1,"black"
"1148","H",15.456791,10.059546,"Bare",1,"black"
"1149","H",15.210716,11.828005,"Bare",1,"black"
"1150","H",14.833401,13.566935,"Bare",1,"black"
"1151","H",14.587326,15.32227,"Bare",1,"black"
"1152","H",14.275631,17.041514,"Green_Algae",1,"seagreen"
"1153","H",14.013151,18.777163,"Green_Algae",1,"seagreen"
"1154","H",13.865506,20.486564,"Green_Algae",1,"seagreen"
"1155","H",13.64896,22.21237,"Green_Algae",1,"seagreen"
"1156","H",13.25524,23.892242,"Green_Algae",1,"seagreen"
"1157","H",13.25524,23.892242,"Barnacles",1,"bisque2"
"1158","H",12.897611,25.677106,"Green_Algae",1,"seagreen"
"1159","H",12.897611,25.677106,"Barnacles",1,"bisque2"
"1160","H",12.605602,27.478375,"Green_Algae",1,"seagreen"
"1161","H",12.605602,27.478375,"Brown_Algae",1,"chocolate4"
"1162","H",12.605602,27.478375,"Red_Algae",1,"firebrick"
"1163","H",12.605602,27.478375,"Barnacles",1,"bisque2"
"1164","H",12.484205,29.384636,"Green_Algae",1,"seagreen"
"1165","H",12.484205,29.384636,"Brown_Algae",1,"chocolate4"
"1166","H",12.484205,29.384636,"Red_Algae",1,"firebrick"
"1167","H",12.484205,29.384636,"Barnacles",1,"bisque2"
"1168","H",12.343122,31.307302,"Green_Algae",1,"seagreen"
"1169","H",12.343122,31.307302,"Brown_Algae",1,"chocolate4"
"1170","H",12.343122,31.307302,"Barnacles",1,"bisque2"
"1171","H",12.251254,33.131538,"Green_Algae",1,"seagreen"
"1172","H",12.251254,33.131538,"Brown_Algae",1,"chocolate4"
"1173","H",12.251254,33.131538,"Barnacles",1,"bisque2"
"1174","H",12.087204,35.087014,"Green_Algae",1,"seagreen"
"1175","H",12.087204,35.087014,"Brown_Algae",1,"chocolate4"
"1176","H",12.087204,35.087014,"Barnacles",1,"bisque2"
"1177","H",11.893625,36.868597,"Green_Algae",1,"seagreen"
"1178","H",11.893625,36.868597,"Brown_Algae",1,"chocolate4"
"1179","H",11.893625,36.868597,"Barnacles",1,"bisque2"
"1180","H",11.893625,36.868597,"Anemone",1,"orange"
"1181","H",11.732856,38.68299,"Green_Algae",1,"seagreen"
"1182","H",11.732856,38.68299,"Brown_Algae",1,"chocolate4"
"1183","H",11.732856,38.68299,"Red_Algae",1,"firebrick"
"1184","H",11.595054,40.572846,"Green_Algae",1,"seagreen"
"1185","H",11.595054,40.572846,"Brown_Algae",1,"chocolate4"
"1186","H",11.595054,40.572846,"Red_Algae",1,"firebrick"
"1187","H",11.595054,40.572846,"Barnacles",1,"bisque2"
"1188","H",11.595054,40.572846,"Anemone",1,"orange"
"1189","H",11.480219,42.406925,"Green_Algae",1,"seagreen"
"1190","H",11.480219,42.406925,"Brown_Algae",1,"chocolate4"
"1191","H",11.480219,42.406925,"Red_Algae",1,"firebrick"
"1192","H",11.480219,42.406925,"Barnacles",1,"bisque2"
"1193","H",11.480219,42.406925,"Anemone",1,"orange"
"1194","H",11.38507,44.286938,"Green_Algae",1,"seagreen"
"1195","H",11.38507,44.286938,"Brown_Algae",1,"chocolate4"
"1196","H",11.38507,44.286938,"Red_Algae",1,"firebrick"
"1197","H",11.38507,44.286938,"Barnacles",1,"bisque2"
"1198","H",11.38507,44.286938,"Anemone",1,"orange"
"1199","H",11.326012,46.160389,"Green_Algae",1,"seagreen"
"1200","H",11.326012,46.160389,"Red_Algae",1,"firebrick"
"1201","H",11.326012,46.160389,"Barnacles",1,"bisque2"
"1202","H",11.326012,46.160389,"Anemone",1,"orange"
"1203","H",11.211177,48.004311,"Green_Algae",1,"seagreen"
"1204","H",11.211177,48.004311,"Red_Algae",1,"firebrick"
"1205","H",11.211177,48.004311,"Barnacles",1,"bisque2"
"1206","H",11.211177,48.004311,"Anemone",1,"orange"
"1207","H",11.076656,49.946663,"Green_Algae",1,"seagreen"
"1208","H",11.076656,49.946663,"Red_Algae",1,"firebrick"
"1209","H",11.076656,49.946663,"Barnacles",1,"bisque2"
"1210","H",11.076656,49.946663,"Anemone",1,"orange"
"1211","H",10.676374,51.787304,"Green_Algae",1,"seagreen"
"1212","H",10.676374,51.787304,"Brown_Algae",1,"chocolate4"
"1213","H",10.676374,51.787304,"Red_Algae",1,"firebrick"
"1214","H",10.676374,51.787304,"Barnacles",1,"bisque2"
"1215","H",10.676374,51.787304,"Anemone",1,"orange"
"1216","H",10.594349,53.739499,"Green_Algae",1,"seagreen"
"1217","H",10.594349,53.739499,"Brown_Algae",1,"chocolate4"
"1218","H",10.594349,53.739499,"Red_Algae",1,"firebrick"
"1219","H",10.594349,53.739499,"Barnacles",1,"bisque2"
"1220","H",10.594349,53.739499,"Anemone",1,"orange"
"1221","H",10.456547,55.494834,"Green_Algae",1,"seagreen"
"1222","H",10.456547,55.494834,"Brown_Algae",1,"chocolate4"
"1223","H",10.456547,55.494834,"Red_Algae",1,"firebrick"
"1224","H",10.456547,55.494834,"Barnacles",1,"bisque2"
"1225","H",10.456547,55.494834,"Anemone",1,"orange"
"1226","H",10.243282,57.427343,"Green_Algae",1,"seagreen"
"1227","H",10.243282,57.427343,"Brown_Algae",1,"chocolate4"
"1228","H",10.243282,57.427343,"Red_Algae",1,"firebrick"
"1229","H",10.243282,57.427343,"Barnacles",1,"bisque2"
"1230","H",10.243282,57.427343,"Anemone",1,"orange"
"1231","H",9.977521,59.28767,"Green_Algae",1,"seagreen"
"1232","H",9.977521,59.28767,"Brown_Algae",1,"chocolate4"
"1233","H",9.977521,59.28767,"Red_Algae",1,"firebrick"
"1234","H",9.977521,59.28767,"Barnacles",1,"bisque2"
"1235","H",9.977521,59.28767,"Anemone",1,"orange"
"1236","H",9.728165,61.210336,"Green_Algae",1,"seagreen"
"1237","H",9.728165,61.210336,"Brown_Algae",1,"chocolate4"
"1238","H",9.728165,61.210336,"Red_Algae",1,"firebrick"
"1239","H",9.728165,61.210336,"Barnacles",1,"bisque2"
"1240","H",9.728165,61.210336,"Anemone",1,"orange"
"1241","H",9.528024,62.92958,"Green_Algae",1,"seagreen"
"1242","H",9.528024,62.92958,"Brown_Algae",1,"chocolate4"
"1243","H",9.528024,62.92958,"Red_Algae",1,"firebrick"
"1244","H",9.528024,62.92958,"Barnacles",1,"bisque2"
"1245","H",9.528024,62.92958,"Anemone",1,"orange"
"1246","H",9.626454,64.753816,"Green_Algae",1,"seagreen"
"1247","H",9.626454,64.753816,"Brown_Algae",1,"chocolate4"
"1248","H",9.626454,64.753816,"Red_Algae",1,"firebrick"
"1249","H",9.626454,64.753816,"Barnacles",1,"bisque2"
"1250","H",9.626454,64.753816,"Anemone",1,"orange"
"1251","H",9.695355,66.512432,"Green_Algae",1,"seagreen"
"1252","H",9.695355,66.512432,"Brown_Algae",1,"chocolate4"
"1253","H",9.695355,66.512432,"Red_Algae",1,"firebrick"
"1254","H",9.695355,66.512432,"Barnacles",1,"bisque2"
"1255","H",9.695355,66.512432,"Anemone",1,"orange"
"1256","H",9.21961,68.093874,"Green_Algae",1,"seagreen"
"1257","H",9.21961,68.093874,"Brown_Algae",1,"chocolate4"
"1258","H",9.21961,68.093874,"Red_Algae",1,"firebrick"
"1259","H",9.21961,68.093874,"Barnacles",1,"bisque2"
"1260","H",9.21961,68.093874,"Anemone",1,"orange"
"1261","H",9.137585,69.944358,"Green_Algae",1,"seagreen"
"1262","H",9.137585,69.944358,"Brown_Algae",1,"chocolate4"
"1263","H",9.137585,69.944358,"Red_Algae",1,"firebrick"
"1264","H",9.137585,69.944358,"Barnacles",1,"bisque2"
"1265","H",9.137585,69.944358,"Anemone",1,"orange"
"1266","H",8.960411,71.781718,"Green_Algae",1,"seagreen"
"1267","H",8.960411,71.781718,"Brown_Algae",1,"chocolate4"
"1268","H",8.960411,71.781718,"Red_Algae",1,"firebrick"
"1269","H",8.960411,71.781718,"Barnacles",1,"bisque2"
"1270","H",8.960411,71.781718,"Anemone",1,"orange"
"1271","H",8.812766,73.766723,"Green_Algae",1,"seagreen"
"1272","H",8.812766,73.766723,"Brown_Algae",1,"chocolate4"
"1273","H",8.812766,73.766723,"Red_Algae",1,"firebrick"
"1274","H",8.812766,73.766723,"Barnacles",1,"bisque2"
"1275","H",8.812766,73.766723,"Anemone",1,"orange"
"1276","H",8.717617,75.702513,"Green_Algae",1,"seagreen"
"1277","H",8.717617,75.702513,"Brown_Algae",1,"chocolate4"
"1278","H",8.717617,75.702513,"Red_Algae",1,"firebrick"
"1279","H",8.717617,75.702513,"Barnacles",1,"bisque2"
"1280","H",8.717617,75.702513,"Anemone",1,"orange"
"1281","H",8.894791,77.536592,"Green_Algae",1,"seagreen"
"1282","H",8.894791,77.536592,"Brown_Algae",1,"chocolate4"
"1283","H",8.894791,77.536592,"Red_Algae",1,"firebrick"
"1284","H",8.894791,77.536592,"Barnacles",1,"bisque2"
"1285","H",8.894791,77.536592,"Anemone",1,"orange"
"1286","H",8.776675,79.495349,"Green_Algae",1,"seagreen"
"1287","H",8.776675,79.495349,"Brown_Algae",1,"chocolate4"
"1288","H",8.776675,79.495349,"Red_Algae",1,"firebrick"
"1289","H",8.776675,79.495349,"Barnacles",1,"bisque2"
"1290","H",8.776675,79.495349,"Anemone",1,"orange"
"1291","H",8.419046,81.470511,"Green_Algae",1,"seagreen"
"1292","H",8.419046,81.470511,"Brown_Algae",1,"chocolate4"
"1293","H",8.419046,81.470511,"Red_Algae",1,"firebrick"
"1294","H",8.419046,81.470511,"Barnacles",1,"bisque2"
"1295","H",8.419046,81.470511,"Anemone",1,"orange"
"1296","H",8.314054,83.343962,"Green_Algae",1,"seagreen"
"1297","H",8.314054,83.343962,"Brown_Algae",1,"chocolate4"
"1298","H",8.314054,83.343962,"Red_Algae",1,"firebrick"
"1299","H",8.314054,83.343962,"Barnacles",1,"bisque2"
"1300","H",8.314054,83.343962,"Anemone",1,"orange"
"1301","H",8.113913,85.210851,"Green_Algae",1,"seagreen"
"1302","H",8.113913,85.210851,"Brown_Algae",1,"chocolate4"
"1303","H",8.113913,85.210851,"Red_Algae",1,"firebrick"
"1304","H",8.113913,85.210851,"Barnacles",1,"bisque2"
"1305","H",8.113913,85.210851,"Anemone",1,"orange"
"1306","H",7.857995,86.9465,"Green_Algae",1,"seagreen"
"1307","H",7.857995,86.9465,"Brown_Algae",1,"chocolate4"
"1308","H",7.857995,86.9465,"Red_Algae",1,"firebrick"
"1309","H",7.857995,86.9465,"Barnacles",1,"bisque2"
"1310","H",7.857995,86.9465,"Anemone",1,"orange"
"1311","H",7.894086,88.833075,"Green_Algae",1,"seagreen"
"1312","H",7.894086,88.833075,"Brown_Algae",1,"chocolate4"
"1313","H",7.894086,88.833075,"Red_Algae",1,"firebrick"
"1314","H",7.894086,88.833075,"Barnacles",1,"bisque2"
"1315","H",7.894086,88.833075,"Anemone",1,"orange"
"1316","H",7.516771,90.640906,"Green_Algae",1,"seagreen"
"1317","H",7.516771,90.640906,"Brown_Algae",1,"chocolate4"
"1318","H",7.516771,90.640906,"Red_Algae",1,"firebrick"
"1319","H",7.516771,90.640906,"Barnacles",1,"bisque2"
"1320","H",7.516771,90.640906,"Anemone",1,"orange"
